date,dc_id,sku_id,demand_units,flu_season_index,promo_flag,physical_inventory,reserved_inventory,inbound_inventory,safety_stock,reorder_point,stockout_flag
2026-04-06,DC005,MED015,182.84,0.2,0,489.4,48.0,1245.0,56,935,0
2026-04-06,DC006,MED015,165.96,0.2,0,465.1,32.0,1245.0,58,914,0
2026-04-06,DC007,MED015,,0.2,0,272.9,28.0,1245.0,281,1074,0
2026-04-06,DC008,MED015,152.71,0.2,0,1181.4,67.0,0.0,55,956,0
2026-04-06,DC001,MED016,30.93,0.2,0,255.9,35.0,454.0,49,295,0
2026-04-06,DC002,MED016,97.34,0.2,0,446.2,50.0,0.0,108,330,0
2026-04-06,DC003,MED016,43.09,0.2,0,95.3,6.0,454.0,55,296,0
2026-04-06,DC004,MED016,37.88,0.2,0,247.7,22.0,454.0,54,327,0
2026-04-06,DC005,MED016,60.85,0.2,0,191.0,19.0,454.0,172,432,0
2026-04-06,DC006,MED016,57.05,0.2,0,397.3,57.0,454.0,84,333,0
2026-04-06,DC007,MED016,18.2,0.2,0,291.5,39.0,454.0,46,315,0
2026-04-06,DC008,MED016,32.99,0.2,0,442.0,23.0,0.0,51,293,0
2026-04-06,DC001,MED017,27.38,0.2,0,329.1,45.0,0.0,65,252,0
2026-04-06,DC002,MED017,37.19,0.2,0,262.0,21.0,0.0,83,268,0
2026-04-06,DC003,MED017,25.58,0.2,0,767.2,103.0,0.0,19,230,0
2026-04-06,DC004,MED017,19.74,0.2,0,362.0,45.0,0.0,82,264,0
2026-04-06,DC005,MED017,18.33,0.2,0,423.2,46.0,0.0,28,240,0
2026-04-06,DC006,MED017,21.66,0.2,0,1306.2,82.0,0.0,17,228,0
2026-04-06,DC007,MED017,40.66,0.2,0,367.1,45.0,0.0,86,273,0
2026-04-06,DC008,MED017,31.63,0.2,0,832.1,79.0,0.0,39,241,0
2026-04-06,DC001,MED018,63.89,0.2,0,50.8,7.0,429.0,90,369,0
2026-04-06,DC002,MED018,64.49,0.2,0,529.9,72.0,0.0,36,334,0
2026-04-06,DC003,MED018,56.25,0.2,0,372.3,21.0,0.0,110,370,0
2026-04-06,DC004,MED018,54.0,0.2,0,218.0,31.0,429.0,101,362,0
2026-04-06,DC005,MED018,73.21,0.2,0,211.1,29.0,429.0,31,336,0
2026-04-06,DC006,MED018,57.79,0.2,0,150.0,19.0,429.0,43,340,0
2026-04-06,DC007,MED018,79.29,0.2,0,93.7,8.0,429.0,34,334,0
2026-04-06,DC008,MED018,65.94,0.2,0,476.7,39.0,0.0,31,338,0
2026-04-06,DC001,MED019,53.02,0.2,0,506.8,57.0,0.0,92,505,0
2026-04-06,DC002,MED019,55.3,0.2,0,271.5,18.0,609.0,91,504,0
2026-04-06,DC003,MED019,50.95,0.2,0,429.2,56.0,0.0,41,472,0
2026-04-06,DC004,MED019,87.67,0.2,0,407.0,36.0,609.0,43,459,0
2026-04-06,DC005,MED019,57.03,0.2,0,327.3,38.0,609.0,146,562,0
2026-04-06,DC006,MED019,49.61,0.2,0,470.8,27.0,609.0,40,467,0
2026-04-06,DC007,MED019,70.72,0.2,0,133.5,16.0,609.0,42,475,0
2026-04-06,DC008,MED019,62.85,0.2,0,269.0,15.0,609.0,42,482,0
2026-04-06,DC001,MED020,42.89,0.2,0,403.4,31.0,0.0,102,356,0
2026-04-06,DC002,MED020,56.69,0.2,0,199.4,21.0,0.0,67,312,0
2026-04-06,DC003,MED020,48.24,0.2,0,1304.8,113.0,0.0,59,312,0
2026-04-06,DC004,MED020,40.58,0.2,0,328.6,49.0,0.0,52,308,0
2026-04-06,DC005,MED020,28.16,0.2,0,630.8,34.0,0.0,59,313,0
2026-04-06,DC006,MED020,36.02,0.2,0,415.1,43.0,376.0,68,316,0
2026-04-06,DC007,MED020,46.49,0.2,0,274.0,32.0,0.0,22,298,0
2026-04-06,DC008,MED020,30.21,0.2,0,836.3,52.0,0.0,23,296,0
2026-04-06,DC001,MED021,249.22,0.2,0,1407.8,142.0,0.0,70,1065,0
2026-04-06,DC002,MED021,180.12,0.2,0,1354.2,84.0,0.0,147,1051,0
2026-04-06,DC003,MED021,181.24,0.2,0,868.4,120.0,0.0,277,1145,0
2026-04-06,DC004,MED021,158.0,0.2,0,809.3,119.0,1413.0,182,1147,0
2026-04-06,DC005,MED021,195.79,0.2,0,1304.2,80.0,0.0,70,1081,0
2026-04-06,DC006,MED021,142.03,0.2,0,1421.4,153.0,1413.0,77,1060,0
2026-04-06,DC007,MED021,249.99,0.2,0,1091.4,76.0,0.0,225,1151,0
2026-04-06,DC008,MED021,222.46,0.2,0,803.0,98.0,1413.0,257,1151,0
2026-04-06,DC001,MED022,54.99,0.2,0,342.2,21.0,0.0,106,378,0
2026-04-06,DC002,MED022,31.81,0.2,0,219.8,27.0,424.0,26,340,0
2026-04-06,DC003,MED022,47.38,0.2,0,283.0,18.0,0.0,142,423,0
2026-04-06,DC004,MED022,57.18,0.2,0,238.0,24.0,424.0,25,337,0
2026-04-06,DC005,MED022,51.17,0.2,0,250.0,19.0,424.0,104,372,0
2026-04-06,DC006,MED022,35.6,0.2,0,296.6,33.0,424.0,99,364,0
2026-04-06,DC007,MED022,39.04,0.2,0,441.5,26.0,0.0,57,357,0
2026-04-06,DC008,MED022,40.97,0.2,0,454.2,49.0,0.0,26,328,0
2026-04-06,DC001,MED023,55.0,0.2,0,493.2,41.0,0.0,63,426,0
2026-04-06,DC002,MED023,113.86,0.2,0,508.5,66.0,0.0,56,405,0
2026-04-06,DC003,MED023,18.63,0.2,0,453.1,61.0,0.0,76,442,0
2026-04-06,DC004,MED023,89.77,0.2,0,410.6,47.0,642.0,59,393,0
2026-04-06,DC005,MED023,53.64,0.2,0,152.2,18.0,642.0,68,525,0
2026-04-06,DC006,MED023,45.12,0.2,0,388.2,53.0,642.0,55,427,0
2026-04-06,DC007,MED023,16.18,0.2,0,792.2,46.0,0.0,50,397,0
2026-04-06,DC008,MED023,56.5,0.2,0,976.2,128.0,0.0,90,427,0
2026-04-06,DC001,MED024,60.73,0.2,0,219.4,29.0,0.0,76,286,0
2026-04-06,DC002,MED024,,0.2,0,278.6,20.0,0.0,55,280,0
2026-04-06,DC003,MED024,31.8,0.2,0,1465.0,81.0,0.0,21,272,0
2026-04-06,DC004,MED024,55.46,0.2,0,91.4,13.0,344.0,64,296,0
2026-04-06,DC005,MED024,57.75,0.2,0,213.8,25.0,344.0,20,259,0
2026-04-06,DC006,MED024,45.71,0.2,0,279.2,30.0,344.0,38,274,0
2026-04-06,DC007,MED024,66.33,0.2,0,580.9,49.0,0.0,98,295,0
2026-04-06,DC008,MED024,53.37,0.2,0,337.3,39.0,0.0,97,320,0
2026-04-06,DC001,MED025,171.46,0.2,0,599.3,68.0,1266.0,52,939,0
2026-04-06,DC002,MED025,148.89,0.2,0,1272.7,88.0,0.0,247,1023,0
2026-04-06,DC003,MED025,170.62,0.2,0,1070.9,69.0,0.0,182,1011,0
2026-04-06,DC004,MED025,164.39,0.2,0,671.6,64.0,1266.0,318,1090,0
2026-04-06,DC005,MED025,168.99,0.2,0,626.0,35.0,1266.0,50,956,0
2026-04-06,DC006,MED025,150.7,0.2,0,1357.8,111.0,1266.0,51,953,0
2026-04-06,DC007,MED025,163.04,0.2,0,1520.4,185.0,0.0,323,1089,0
2026-04-06,DC008,MED025,148.69,0.2,0,588.8,55.0,1266.0,183,1000,0
2026-04-06,DC001,MED026,89.06,0.2,0,680.4,39.0,1028.0,244,874,0
2026-04-06,DC002,MED026,150.48,0.2,0,207.5,20.0,1028.0,48,771,0
2026-04-06,DC003,MED026,101.65,0.2,0,787.2,109.0,0.0,188,818,0
2026-04-06,DC004,MED026,133.08,0.2,0,319.7,23.0,1028.0,157,815,0
2026-04-06,DC005,MED026,137.49,0.2,0,1110.6,144.0,0.0,240,869,0
2026-04-06,DC006,MED026,137.36,0.2,0,747.7,85.0,1028.0,49,765,0
2026-04-06,DC007,MED026,125.46,0.2,0,931.0,48.0,0.0,192,836,0
2026-04-06,DC008,MED026,136.28,0.2,0,1210.5,177.0,0.0,45,790,0
2026-04-06,DC001,MED027,123.18,0.2,0,762.2,101.0,0.0,46,685,0
2026-04-06,DC002,MED027,127.93,0.2,0,691.3,84.0,0.0,43,684,0
2026-04-06,DC003,MED027,145.88,0.2,0,737.3,47.0,0.0,205,766,0
2026-04-06,DC004,MED027,118.92,0.2,0,690.3,38.0,0.0,38,679,0
2026-04-06,DC005,MED027,115.87,0.2,0,415.6,57.0,899.0,44,675,0
2026-04-06,DC006,MED027,98.41,0.2,0,441.7,45.0,899.0,55,700,0
2026-04-06,DC007,MED027,122.55,0.2,0,753.8,98.0,0.0,231,786,0
2026-04-06,DC008,MED027,126.71,0.2,0,1045.1,66.0,0.0,42,678,0
2026-04-06,DC001,MED028,36.07,0.2,0,213.4,24.0,349.0,126,355,0
2026-04-06,DC002,MED028,41.47,0.2,0,241.5,28.0,0.0,55,293,0
2026-04-06,DC003,MED028,35.34,0.2,0,986.3,56.0,0.0,49,286,0
2026-04-06,DC004,MED028,42.39,0.2,0,892.0,132.0,0.0,48,286,0
2026-04-06,DC005,MED028,44.16,0.2,0,313.3,40.0,349.0,20,272,0
2026-04-06,DC006,MED028,44.06,0.2,0,148.5,9.0,349.0,20,273,0
2026-04-06,DC007,MED028,38.34,0.2,0,162.2,12.0,349.0,38,283,0
2026-04-06,DC008,MED028,29.86,0.2,0,486.1,51.0,0.0,20,276,0
2026-04-06,DC001,MED029,68.28,0.2,0,457.7,24.0,0.0,89,465,0
2026-04-06,DC002,MED029,81.13,0.2,0,235.4,24.0,0.0,148,507,0
2026-04-06,DC003,MED029,100.88,0.2,0,232.6,16.0,0.0,26,432,0
2026-04-06,DC004,MED029,61.54,0.2,0,469.5,26.0,0.0,25,389,0
2026-04-06,DC005,MED029,70.03,0.2,0,562.4,51.0,0.0,23,387,0
2026-04-06,DC006,MED029,59.25,0.2,0,239.3,18.0,507.0,105,413,0
2026-04-06,DC007,MED029,54.8,0.2,0,217.2,19.0,507.0,122,433,0
2026-04-06,DC008,MED029,57.97,0.2,0,484.5,47.0,0.0,131,437,0
2026-04-06,DC001,MED030,5.28,0.2,0,352.7,30.0,0.0,30,233,0
2026-04-06,DC002,MED030,61.73,0.2,0,397.6,48.0,0.0,30,230,0
2026-04-06,DC003,MED030,2.85,0.2,0,329.6,40.0,0.0,30,238,0
2026-04-06,DC004,MED030,35.16,0.2,0,388.2,49.0,0.0,61,242,0
2026-04-06,DC005,MED030,29.75,0.2,0,129.0,10.0,350.0,46,303,0
2026-04-06,DC006,MED030,24.96,0.2,0,367.6,21.0,350.0,79,264,0
2026-04-06,DC007,MED030,62.11,0.2,0,255.8,35.0,0.0,34,239,0
2026-04-06,DC008,MED030,42.8,0.2,0,187.1,20.0,350.0,30,243,0
2026-04-06,DC001,MED031,35.08,0.2,0,49.9,7.0,346.0,35,277,0
2026-04-06,DC002,MED031,38.85,0.2,0,84.7,10.0,346.0,51,283,0
2026-04-06,DC003,MED031,37.09,0.2,0,138.7,19.0,346.0,51,280,0
2026-04-06,DC004,MED031,44.33,0.2,0,116.1,16.0,346.0,58,288,0
2026-04-06,DC005,MED031,46.5,0.2,0,174.8,16.0,346.0,20,261,0
2026-04-06,DC006,MED031,63.77,0.2,0,206.5,17.0,346.0,67,291,0
2026-04-06,DC007,MED031,25.55,0.2,0,170.3,23.0,346.0,68,291,0
2026-04-06,DC008,MED031,44.42,0.2,0,179.2,18.0,346.0,30,266,0
2026-04-06,DC001,MED032,49.57,0.2,0,352.2,33.0,0.0,24,324,0
2026-04-06,DC002,MED032,64.15,0.2,0,382.0,54.0,0.0,22,313,0
2026-04-06,DC003,MED032,57.31,0.2,0,388.4,52.0,0.0,23,307,0
2026-04-06,DC004,MED032,60.03,0.2,0,403.3,34.0,0.0,48,327,0
2026-04-06,DC005,MED032,57.2,0.2,0,455.8,50.0,0.0,88,339,0
2026-04-06,DC006,MED032,42.44,0.2,0,473.4,42.0,0.0,24,321,0
2026-04-06,DC007,MED032,67.2,0.2,0,238.2,35.0,413.0,26,318,0
2026-04-06,DC008,MED032,62.44,0.2,0,311.1,28.0,0.0,43,342,0
2026-04-06,DC001,MED033,67.79,0.2,0,198.1,18.0,442.0,121,404,0
2026-04-06,DC002,MED033,71.95,0.2,0,266.4,35.0,0.0,25,329,0
2026-04-06,DC003,MED033,61.86,0.2,0,215.9,15.0,0.0,24,337,0
2026-04-06,DC004,MED033,74.54,0.2,0,241.4,22.0,442.0,74,364,0
2026-04-06,DC005,MED033,61.38,0.2,0,218.4,19.0,442.0,24,332,0
2026-04-06,DC006,MED033,54.27,0.2,0,132.9,11.0,442.0,26,335,0
2026-04-06,DC007,MED033,56.8,0.2,0,422.6,61.0,0.0,26,340,0
2026-04-06,DC008,MED033,56.59,0.2,0,354.6,50.0,0.0,70,370,0
2026-04-06,DC001,MED034,145.27,0.2,0,825.4,69.0,0.0,318,1064,0
2026-04-06,DC002,MED034,172.02,0.2,0,651.5,42.0,0.0,47,890,0
2026-04-06,DC003,MED034,155.41,0.2,0,980.2,87.0,0.0,205,986,0
2026-04-06,DC004,MED034,133.25,0.2,0,683.7,52.0,1036.0,143,826,0
2026-04-06,DC005,MED034,136.9,0.2,0,441.4,61.0,1036.0,40,769,0
2026-04-06,DC006,MED034,169.13,0.2,0,885.1,76.0,1036.0,45,782,0
2026-04-06,DC007,MED034,118.0,0.2,0,367.6,33.0,1036.0,177,828,0
2026-04-06,DC008,MED034,121.57,0.2,0,430.9,36.0,1036.0,126,817,0
2026-04-06,DC001,MED035,25.93,0.2,0,424.5,39.0,0.0,133,433,0
2026-04-06,DC002,MED035,45.72,0.2,0,410.3,39.0,0.0,36,347,0
2026-04-06,DC003,MED035,53.96,0.2,0,410.5,28.0,0.0,129,394,0
2026-04-06,DC004,MED035,41.71,0.2,0,466.3,53.0,0.0,34,366,0
2026-04-06,DC005,MED035,40.42,0.2,0,261.7,19.0,466.0,35,378,0
2026-04-06,DC006,MED035,52.18,0.2,0,536.1,54.0,0.0,87,385,0
2026-04-06,DC007,MED035,41.07,0.2,0,160.3,16.0,466.0,33,353,0
2026-04-06,DC008,MED035,55.07,0.2,0,499.8,55.0,0.0,38,350,0
2026-04-06,DC001,MED036,111.18,0.2,0,498.9,50.0,0.0,58,599,0
2026-04-06,DC002,MED036,98.95,0.2,0,858.7,124.0,0.0,58,571,0
2026-04-06,DC003,MED036,104.66,0.2,0,618.3,89.0,0.0,63,600,0
2026-04-06,DC004,MED036,110.39,0.2,0,498.8,36.0,756.0,53,584,0
2026-04-06,DC005,MED036,87.93,0.2,0,288.6,24.0,756.0,51,591,0
2026-04-06,DC006,MED036,75.58,0.2,0,596.5,76.0,756.0,58,566,0
2026-04-06,DC007,MED036,58.43,0.2,0,626.6,73.0,0.0,64,578,0
2026-04-06,DC008,MED036,69.08,0.2,0,905.1,101.0,0.0,119,597,0
2026-04-06,DC001,MED037,182.33,0.2,0,869.9,98.0,0.0,73,1159,0
2026-04-06,DC002,MED037,223.45,0.2,0,273.5,28.0,1365.0,413,1327,0
2026-04-06,DC003,MED037,210.84,0.2,0,275.7,27.0,1365.0,331,1278,0
2026-04-06,DC004,MED037,196.42,0.2,0,1560.6,212.0,0.0,78,1027,0
2026-04-06,DC005,MED037,135.6,0.2,0,992.9,80.0,1365.0,255,1114,0
2026-04-06,DC006,MED037,220.49,0.2,0,1467.7,77.0,0.0,152,1087,0
2026-04-06,DC007,MED037,159.61,0.2,0,347.0,48.0,1365.0,67,1026,0
2026-04-06,DC008,MED037,137.57,0.2,0,1531.8,159.0,0.0,272,1107,0
2026-04-06,DC001,MED038,167.63,0.2,0,944.2,134.0,0.0,226,1145,0
2026-04-06,DC002,MED038,259.36,0.2,0,1067.8,69.0,0.0,142,1108,0
2026-04-06,DC003,MED038,169.25,0.2,0,730.0,61.0,0.0,70,1072,0
2026-04-06,DC004,MED038,171.21,0.2,0,1604.0,89.0,0.0,360,1173,0
2026-04-06,DC005,MED038,175.38,0.2,0,953.5,122.0,1426.0,72,1079,0
2026-04-06,DC006,MED038,176.75,0.2,0,1542.0,182.0,0.0,83,1073,0
2026-04-06,DC007,MED038,156.89,0.2,0,1611.8,230.0,0.0,195,1112,0
2026-04-06,DC008,MED038,185.91,0.2,0,1584.7,145.0,0.0,334,1201,0
2026-04-06,DC001,MED039,41.95,0.2,0,393.2,38.0,0.0,33,260,0
2026-04-06,DC002,MED039,36.21,0.2,0,177.9,26.0,0.0,18,251,0
2026-04-06,DC003,MED039,25.47,0.2,0,667.2,93.0,0.0,69,280,0
2026-04-06,DC004,MED039,31.25,0.2,0,153.2,19.0,314.0,87,280,0
2026-04-06,DC005,MED039,29.69,0.2,0,620.1,67.0,0.0,61,271,0
2026-04-06,DC006,MED039,34.24,0.2,0,417.2,28.0,0.0,19,253,0
2026-04-06,DC007,MED039,43.87,0.2,0,1269.8,118.0,0.0,20,248,0
2026-04-06,DC008,MED039,32.72,0.2,0,1010.1,81.0,0.0,20,249,0
2026-04-06,DC001,MED040,36.7,0.2,0,254.2,36.0,0.0,58,241,0
2026-04-06,DC002,MED040,73.5,0.2,0,399.2,23.0,0.0,157,301,0
2026-04-06,DC003,MED040,55.72,0.2,0,163.7,8.0,0.0,35,217,0
2026-04-06,DC004,MED040,49.76,0.2,0,245.4,18.0,340.0,93,256,0
2026-04-06,DC005,MED040,86.4,0.2,0,200.0,18.0,340.0,161,358,0
2026-04-06,DC006,MED040,48.1,0.2,0,455.1,52.0,0.0,48,231,0
2026-04-06,DC007,MED040,0.0,0.2,0,329.2,18.0,0.0,70,234,0
2026-04-06,DC008,MED040,54.86,0.2,0,296.0,17.0,0.0,48,246,0
2026-04-07,DC001,MED001,14.63,0.2,0,268.4,24.0,0.0,14,176,0
2026-04-07,DC002,MED001,26.05,0.2,0,1465.9,154.0,0.0,39,185,0
2026-04-07,DC003,MED001,13.95,0.2,0,1146.1,65.0,0.0,30,183,0
2026-04-07,DC004,MED001,20.92,0.2,0,1183.3,61.0,0.0,15,172,0
2026-04-07,DC005,MED001,21.49,0.2,0,897.4,77.0,0.0,14,176,0
2026-04-07,DC006,MED001,19.22,0.2,0,141.9,7.0,215.0,42,189,0
2026-04-07,DC007,MED001,21.58,0.2,0,262.5,16.0,0.0,43,192,0
2026-04-07,DC008,MED001,29.3,0.2,0,538.5,80.0,0.0,15,180,0
2026-04-07,DC001,MED002,25.32,0.2,0,97.5,8.0,219.0,17,180,0
2026-04-07,DC002,MED002,31.39,0.2,0,199.9,12.0,0.0,11,178,0
2026-04-07,DC003,MED002,24.1,0.2,0,1020.3,131.0,0.0,11,175,0
2026-04-07,DC004,MED002,27.85,0.2,0,249.8,20.0,0.0,11,173,0
2026-04-07,DC005,MED002,30.32,0.2,0,1013.7,51.0,0.0,11,173,0
2026-04-07,DC006,MED002,23.95,0.2,0,481.6,47.0,0.0,24,182,0
2026-04-07,DC007,MED002,22.44,0.2,0,713.4,86.0,0.0,75,217,0
2026-04-07,DC008,MED002,31.13,0.2,0,171.6,22.0,0.0,11,174,0
2026-04-07,DC001,MED003,105.1,0.2,0,517.9,35.0,0.0,156,602,0
2026-04-07,DC002,MED003,88.3,0.2,0,544.7,41.0,0.0,135,568,0
2026-04-07,DC003,MED003,83.01,0.2,0,337.9,37.0,0.0,156,608,0
2026-04-07,DC004,MED003,91.58,0.2,0,262.0,31.0,699.0,199,635,0
2026-04-07,DC005,MED003,90.18,0.2,0,746.9,99.0,0.0,134,576,0
2026-04-07,DC006,MED003,92.8,0.2,0,381.7,54.0,699.0,32,528,0
2026-04-07,DC007,MED003,54.07,0.2,0,464.7,52.0,699.0,114,557,0
2026-04-07,DC008,MED003,74.46,0.2,0,712.0,50.0,0.0,130,582,0
2026-04-07,DC001,MED004,1866.36,0.2,0,1461.7,120.0,0.0,305,1105,0
2026-04-07,DC002,MED004,168.57,0.2,0,911.9,118.0,0.0,49,987,0
2026-04-07,DC003,MED004,169.03,0.2,0,1143.4,99.0,0.0,51,984,0
2026-04-07,DC004,MED004,174.92,0.2,0,1367.8,75.0,0.0,313,1144,0
2026-04-07,DC005,MED004,169.97,0.2,0,742.0,52.0,1309.0,50,976,0
2026-04-07,DC006,MED004,149.56,0.2,0,1220.0,72.0,1309.0,48,963,0
2026-04-07,DC007,MED004,185.54,0.2,0,1116.7,167.0,0.0,304,1122,0
2026-04-07,DC008,MED004,183.25,0.2,0,580.8,44.0,1309.0,221,1043,0
2026-04-07,DC001,MED005,26.83,0.2,0,395.8,49.0,0.0,90,342,0
2026-04-07,DC002,MED005,63.02,0.2,0,242.6,29.0,0.0,63,321,0
2026-04-07,DC003,MED005,41.91,0.2,0,197.3,15.0,494.0,39,309,0
2026-04-07,DC004,MED005,58.61,0.2,0,435.8,48.0,0.0,148,390,0
2026-04-07,DC005,MED005,93.01,0.2,0,172.3,23.0,494.0,48,373,0
2026-04-07,DC006,MED005,103.91,0.2,0,549.4,52.0,0.0,65,337,0
2026-04-07,DC007,MED005,72.54,0.2,0,393.9,27.0,0.0,129,364,0
2026-04-07,DC008,MED005,62.16,0.2,0,479.0,39.0,0.0,57,327,0
2026-04-07,DC001,MED006,30.43,0.2,0,155.3,18.0,258.0,19,203,0
2026-04-07,DC002,MED006,35.41,0.2,0,858.2,95.0,0.0,17,204,0
2026-04-07,DC003,MED006,46.66,0.2,0,62.9,8.0,258.0,17,190,0
2026-04-07,DC004,MED006,33.25,0.2,0,323.4,24.0,0.0,38,220,0
2026-04-07,DC005,MED006,25.22,0.2,0,309.7,39.0,0.0,94,274,0
2026-04-07,DC006,MED006,18.21,0.2,0,1343.4,158.0,0.0,27,210,0
2026-04-07,DC007,MED006,38.57,0.2,0,1338.7,74.0,0.0,38,213,0
2026-04-07,DC008,MED006,36.04,0.2,0,191.6,17.0,258.0,20,202,0
2026-04-07,DC001,MED007,70.36,0.2,0,531.8,39.0,0.0,32,469,0
2026-04-07,DC002,MED007,95.43,0.2,0,272.2,40.0,625.0,211,586,0
2026-04-07,DC003,MED007,73.72,0.2,0,558.1,64.0,0.0,90,499,0
2026-04-07,DC004,MED007,78.03,0.2,0,747.9,46.0,0.0,31,473,0
2026-04-07,DC005,MED007,79.8,0.2,0,350.3,48.0,625.0,32,462,0
2026-04-07,DC006,MED007,74.78,0.2,0,270.8,14.0,625.0,31,482,0
2026-04-07,DC007,MED007,83.58,0.2,0,569.4,67.0,0.0,32,482,0
2026-04-07,DC008,MED007,97.31,0.2,0,260.6,31.0,625.0,31,481,0
2026-04-07,DC001,MED008,161.05,0.2,0,605.3,84.0,1205.0,244,1124,0
2026-04-07,DC002,MED008,182.66,0.2,0,961.0,70.0,0.0,395,1200,0
2026-04-07,DC003,MED008,178.47,0.2,0,1184.2,123.0,0.0,236,1112,0
2026-04-07,DC004,MED008,155.38,0.2,0,784.4,41.0,1205.0,166,954,0
2026-04-07,DC005,MED008,164.9,0.2,0,617.9,48.0,1205.0,344,1091,0
2026-04-07,DC006,MED008,154.0,0.2,0,1048.6,116.0,1205.0,134,935,0
2026-04-07,DC007,MED008,159.71,0.2,0,950.2,118.0,0.0,158,955,0
2026-04-07,DC008,MED008,162.83,0.2,0,509.9,42.0,1205.0,49,902,0
2026-04-07,DC001,MED009,188.7,0.2,0,275.5,17.0,1366.0,243,1263,0
2026-04-07,DC002,MED009,206.27,0.2,0,658.1,81.0,0.0,192,1239,0
2026-04-07,DC003,MED009,194.24,0.2,0,1224.8,100.0,0.0,289,1297,0
2026-04-07,DC004,MED009,170.91,0.2,0,491.2,50.0,1366.0,272,1100,0
2026-04-07,DC005,MED009,166.77,0.2,0,1431.5,211.0,0.0,238,1093,0
2026-04-07,DC006,MED009,184.11,0.2,0,1302.0,121.0,1366.0,63,1025,0
2026-04-07,DC007,MED009,175.6,0.2,0,1177.1,121.0,0.0,60,1016,0
2026-04-07,DC008,MED009,182.44,0.2,0,819.7,81.0,1366.0,240,1096,0
2026-04-07,DC001,MED010,60.84,0.2,0,624.3,59.0,0.0,59,376,0
2026-04-07,DC002,MED010,8.61,0.2,0,328.1,25.0,0.0,60,355,0
2026-04-07,DC003,MED010,62.45,0.2,0,670.8,91.0,0.0,98,350,0
2026-04-07,DC004,MED010,63.51,0.2,0,465.0,65.0,0.0,107,386,0
2026-04-07,DC005,MED010,84.49,0.2,0,361.6,46.0,549.0,78,452,0
2026-04-07,DC006,MED010,41.87,0.2,0,439.2,44.0,549.0,57,398,0
2026-04-07,DC007,MED010,22.06,0.2,0,303.7,34.0,549.0,71,382,0
2026-04-07,DC008,MED010,81.98,0.2,0,173.9,24.0,549.0,94,402,0
2026-04-07,DC001,MED011,51.89,0.2,0,205.9,20.0,520.0,140,458,0
2026-04-07,DC002,MED011,57.68,0.2,0,671.9,77.0,0.0,117,438,0
2026-04-07,DC003,MED011,51.79,0.2,0,986.8,50.0,0.0,106,437,0
2026-04-07,DC004,MED011,55.37,0.2,0,519.5,29.0,0.0,79,434,0
2026-04-07,DC005,MED011,49.61,0.2,0,207.9,27.0,520.0,185,491,0
2026-04-07,DC006,MED011,42.86,0.2,0,578.8,87.0,520.0,32,403,0
2026-04-07,DC007,MED011,61.62,0.2,0,430.8,59.0,0.0,32,411,0
2026-04-07,DC008,MED011,47.6,0.2,0,536.9,51.0,0.0,86,415,0
2026-04-07,DC001,MED012,108.15,0.2,0,1019.1,94.0,0.0,133,610,0
2026-04-07,DC002,MED012,121.97,0.2,0,638.0,48.0,0.0,95,577,0
2026-04-07,DC003,MED012,66.06,0.2,0,605.1,90.0,0.0,104,586,0
2026-04-07,DC004,MED012,31.46,0.2,0,1137.2,95.0,0.0,271,692,0
2026-04-07,DC005,MED012,259.47,0.2,0,157.3,21.0,890.0,109,691,0
2026-04-07,DC006,MED012,69.37,0.2,0,664.8,72.0,890.0,190,616,0
2026-04-07,DC007,MED012,133.92,0.2,0,49.5,6.0,890.0,258,654,0
2026-04-07,DC008,MED012,207.71,0.2,0,466.1,53.0,890.0,178,602,0
2026-04-07,DC001,MED013,53.48,0.2,0,347.5,49.0,0.0,19,275,0
2026-04-07,DC002,MED013,44.05,0.2,0,152.7,9.0,361.0,19,282,0
2026-04-07,DC003,MED013,46.07,0.2,0,410.9,36.0,0.0,17,277,0
2026-04-07,DC004,MED013,39.44,0.2,0,84.0,12.0,361.0,17,270,0
2026-04-07,DC005,MED013,54.28,0.2,0,204.9,12.0,361.0,19,286,0
2026-04-07,DC006,MED013,51.55,0.2,0,244.6,21.0,361.0,50,303,0
2026-04-07,DC007,MED013,42.19,0.2,0,427.9,62.0,0.0,80,318,0
2026-04-07,DC008,MED013,37.63,0.2,0,138.9,13.0,361.0,83,310,0
2026-04-07,DC001,MED014,34.4,0.2,0,332.4,36.0,0.0,32,338,0
2026-04-07,DC002,MED014,72.75,0.2,0,225.5,31.0,0.0,32,338,0
2026-04-07,DC003,MED014,58.36,0.2,0,272.0,33.0,0.0,117,400,0
2026-04-07,DC004,MED014,59.93,0.2,0,75.8,4.0,437.0,34,344,0
2026-04-07,DC005,MED014,42.68,0.2,0,354.0,48.0,437.0,123,365,0
2026-04-07,DC006,MED014,32.03,0.2,0,530.0,32.0,0.0,30,331,0
2026-04-07,DC007,MED014,72.36,0.2,0,61.8,5.0,437.0,114,400,0
2026-04-07,DC008,MED014,57.05,0.2,0,75.2,9.0,437.0,94,353,0
2026-04-07,DC001,MED015,202.39,0.2,0,556.6,77.0,1245.0,403,1295,0
2026-04-07,DC002,MED015,173.41,0.2,0,483.1,35.0,1245.0,376,1249,0
2026-04-07,DC003,MED015,176.75,0.2,0,981.1,67.0,0.0,402,1232,0
2026-04-07,DC004,MED015,174.44,0.2,0,958.8,135.0,0.0,250,1046,0
