sku_id,supplier_type,dc_id,lead_time_days,min_order_qty,max_order_qty
MED015,urgent,DC004,4.2,50,1000
MED015,regular,DC005,6.0,50,10000
MED015,local,DC005,2.4,20,2000
MED015,transfer,DC005,1.5,0,5000
MED015,urgent,DC005,3.6,50,1000
MED015,regular,DC006,6.0,50,10000
MED015,local,DC006,2.4,20,2000
MED015,transfer,DC006,1.5,0,5000
MED015,urgent,DC006,3.6,50,1000
MED015,regular,DC007,5.0,50,10000
MED015,local,DC007,2.0,20,2000
MED015,transfer,DC007,1.2,0,5000
MED015,urgent,DC007,3.0,50,1000
MED015,regular,DC008,8.0,50,10000
MED015,local,DC008,3.2,20,2000
MED015,transfer,DC008,2.0,0,5000
MED015,urgent,DC008,4.8,50,1000
MED015,regular,DC001,7.0,50,10000
MED015,local,DC001,2.8,20,2000
MED015,transfer,DC001,1.8,0,5000
MED015,urgent,DC001,4.2,50,1000
MED015,regular,DC002,4.0,50,10000
MED015,local,DC002,2.0,20,2000
MED015,transfer,DC002,1.0,0,5000
MED015,urgent,DC002,2.4,50,1000
MED015,regular,DC003,2.0,50,10000
MED015,local,DC003,2.0,20,2000
MED015,transfer,DC003,1.0,0,5000
MED015,urgent,DC003,1.2,50,1000
MED015,regular,DC004,5.0,50,10000
MED015,local,DC004,2.0,20,2000
MED015,transfer,DC004,1.2,0,5000
MED015,urgent,DC004,3.0,50,1000
MED015,regular,DC005,7.0,50,10000
MED015,local,DC005,2.8,20,2000
MED015,transfer,DC005,1.8,0,5000
MED015,urgent,DC005,4.2,50,1000
MED015,regular,DC006,7.0,50,10000
MED015,local,DC006,2.8,20,2000
MED015,transfer,DC006,1.8,0,5000
MED015,urgent,DC006,4.2,50,1000
MED015,regular,DC007,4.0,50,10000
MED015,local,DC007,2.0,20,2000
MED015,transfer,DC007,1.0,0,5000
MED015,urgent,DC007,2.4,50,1000
MED015,regular,DC008,5.0,50,10000
MED015,local,DC008,2.0,20,2000
MED015,transfer,DC008,1.2,0,5000
MED015,urgent,DC008,3.0,50,1000
MED016,regular,DC001,4.0,50,10000
MED016,local,DC001,2.0,20,2000
MED016,transfer,DC001,1.0,0,5000
MED016,urgent,DC001,2.4,50,1000
MED016,regular,DC002,5.0,50,10000
MED016,local,DC002,2.0,20,2000
MED016,transfer,DC002,1.2,0,5000
MED016,urgent,DC002,3.0,50,1000
MED016,regular,DC003,6.0,50,10000
MED016,local,DC003,2.4,20,2000
MED016,transfer,DC003,1.5,0,5000
MED016,urgent,DC003,3.6,50,1000
MED016,regular,DC004,4.0,50,10000
MED016,local,DC004,2.0,20,2000
MED016,transfer,DC004,1.0,0,5000
MED016,urgent,DC004,2.4,50,1000
MED016,regular,DC005,8.0,50,10000
MED016,local,DC005,3.2,20,2000
MED016,transfer,DC005,2.0,0,5000
MED016,urgent,DC005,4.8,50,1000
MED016,regular,DC006,9.0,50,10000
MED016,local,DC006,3.6,20,2000
MED016,transfer,DC006,2.2,0,5000
MED016,urgent,DC006,5.4,50,1000
MED016,regular,DC007,7.0,50,10000
MED016,local,DC007,2.8,20,2000
MED016,transfer,DC007,1.8,0,5000
MED016,urgent,DC007,4.2,50,1000
MED016,regular,DC008,5.0,50,10000
MED016,local,DC008,2.0,20,2000
MED016,transfer,DC008,1.2,0,5000
MED016,urgent,DC008,3.0,50,1000
MED017,regular,DC001,4.0,50,10000
MED017,local,DC001,2.0,20,2000
MED017,transfer,DC001,1.0,0,5000
MED017,urgent,DC001,2.4,50,1000
MED017,regular,DC002,3.0,50,10000
MED017,local,DC002,2.0,20,2000
MED017,transfer,DC002,1.0,0,5000
MED017,urgent,DC002,1.8,50,1000
MED017,regular,DC003,2.0,50,10000
MED017,local,DC003,2.0,20,2000
MED017,transfer,DC003,1.0,0,5000
MED017,urgent,DC003,1.2,50,1000
MED017,regular,DC004,4.0,50,10000
MED017,local,DC004,2.0,20,2000
MED017,transfer,DC004,1.0,0,5000
MED017,urgent,DC004,2.4,50,1000
MED017,regular,DC005,8.0,50,10000
MED017,local,DC005,3.2,20,2000
MED017,transfer,DC005,2.0,0,5000
MED017,urgent,DC005,4.8,50,1000
MED017,regular,DC006,7.0,50,10000
MED017,local,DC006,2.8,20,2000
MED017,transfer,DC006,1.8,0,5000
MED017,urgent,DC006,4.2,50,1000
MED017,regular,DC007,4.0,50,10000
MED017,local,DC007,2.0,20,2000
MED017,transfer,DC007,1.0,0,5000
MED017,urgent,DC007,2.4,50,1000
MED017,regular,DC008,8.0,50,10000
MED017,local,DC008,3.2,20,2000
MED017,transfer,DC008,2.0,0,5000
MED017,urgent,DC008,4.8,50,1000
MED017,regular,DC001,6.0,50,10000
MED017,local,DC001,2.4,20,2000
MED017,transfer,DC001,1.5,0,5000
MED017,urgent,DC001,3.6,50,1000
MED017,regular,DC002,2.0,50,10000
MED017,local,DC002,2.0,20,2000
MED017,transfer,DC002,1.0,0,5000
MED017,urgent,DC002,1.2,50,1000
MED017,regular,DC003,6.0,50,10000
MED017,local,DC003,2.4,20,2000
MED017,transfer,DC003,1.5,0,5000
MED017,urgent,DC003,3.6,50,1000
MED017,regular,DC004,5.0,50,10000
MED017,local,DC004,2.0,20,2000
MED017,transfer,DC004,1.2,0,5000
MED017,urgent,DC004,3.0,50,1000
MED017,regular,DC005,5.0,50,10000
MED017,local,DC005,2.0,20,2000
MED017,transfer,DC005,1.2,0,5000
MED017,urgent,DC005,3.0,50,1000
MED017,regular,DC006,9.0,50,10000
MED017,local,DC006,3.6,20,2000
MED017,transfer,DC006,2.2,0,5000
MED017,urgent,DC006,5.4,50,1000
MED017,regular,DC007,4.0,50,10000
MED017,local,DC007,2.0,20,2000
MED017,transfer,DC007,1.0,0,5000
MED017,urgent,DC007,2.4,50,1000
MED017,regular,DC008,7.0,50,10000
MED017,local,DC008,2.8,20,2000
MED017,transfer,DC008,1.8,0,5000
MED017,urgent,DC008,4.2,50,1000
MED018,regular,DC001,7.0,50,10000
MED018,local,DC001,2.8,20,2000
MED018,transfer,DC001,1.8,0,5000
MED018,urgent,DC001,4.2,50,1000
MED018,regular,DC002,5.0,50,10000
MED018,local,DC002,2.0,20,2000
MED018,transfer,DC002,1.2,0,5000
MED018,urgent,DC002,3.0,50,1000
MED018,regular,DC003,3.0,50,10000
MED018,local,DC003,2.0,20,2000
MED018,transfer,DC003,1.0,0,5000
MED018,urgent,DC003,1.8,50,1000
MED018,regular,DC004,7.0,50,10000
MED018,local,DC004,2.8,20,2000
MED018,transfer,DC004,1.8,0,5000
MED018,urgent,DC004,4.2,50,1000
MED018,regular,DC005,8.0,50,10000
MED018,local,DC005,3.2,20,2000
MED018,transfer,DC005,2.0,0,5000
MED018,urgent,DC005,4.8,50,1000
MED018,regular,DC006,8.0,50,10000
MED018,local,DC006,3.2,20,2000
MED018,transfer,DC006,2.0,0,5000
MED018,urgent,DC006,4.8,50,1000
MED018,regular,DC007,4.0,50,10000
MED018,local,DC007,2.0,20,2000
MED018,transfer,DC007,1.0,0,5000
MED018,urgent,DC007,2.4,50,1000
MED018,regular,DC008,6.0,50,10000
MED018,local,DC008,2.4,20,2000
MED018,transfer,DC008,1.5,0,5000
MED018,urgent,DC008,3.6,50,1000
MED018,regular,DC001,7.0,50,10000
MED018,local,DC001,2.8,20,2000
MED018,transfer,DC001,1.8,0,5000
MED018,urgent,DC001,4.2,50,1000
MED018,regular,DC002,5.0,50,10000
MED018,local,DC002,2.0,20,2000
MED018,transfer,DC002,1.2,0,5000
MED018,urgent,DC002,3.0,50,1000
MED018,regular,DC003,3.0,50,10000
MED018,local,DC003,2.0,20,2000
MED018,transfer,DC003,1.0,0,5000
MED018,urgent,DC003,1.8,50,1000
MED018,regular,DC004,6.0,50,10000
MED018,local,DC004,2.4,20,2000
MED018,transfer,DC004,1.5,0,5000
MED018,urgent,DC004,3.6,50,1000
MED018,regular,DC005,8.0,50,10000
MED018,local,DC005,3.2,20,2000
MED018,transfer,DC005,2.0,0,5000
MED018,urgent,DC005,4.8,50,1000
MED018,regular,DC006,6.0,50,10000
MED018,local,DC006,2.4,20,2000
MED018,transfer,DC006,1.5,0,5000
MED018,urgent,DC006,3.6,50,1000
MED018,regular,DC007,5.0,50,10000
MED018,local,DC007,2.0,20,2000
MED018,transfer,DC007,1.2,0,5000
MED018,urgent,DC007,3.0,50,1000
MED018,regular,DC008,5.0,50,10000
MED018,local,DC008,2.0,20,2000
MED018,transfer,DC008,1.2,0,5000
MED018,urgent,DC008,3.0,50,1000
MED019,regular,DC001,7.0,50,10000
MED019,local,DC001,2.8,20,2000
MED019,transfer,DC001,1.8,0,5000
MED019,urgent,DC001,4.2,50,1000
MED019,regular,DC002,2.0,50,10000
MED019,local,DC002,2.0,20,2000
MED019,transfer,DC002,1.0,0,5000
MED019,urgent,DC002,1.2,50,1000
MED019,regular,DC003,3.0,50,10000
MED019,local,DC003,2.0,20,2000
MED019,transfer,DC003,1.0,0,5000
MED019,urgent,DC003,1.8,50,1000
MED019,regular,DC004,5.0,50,10000
MED019,local,DC004,2.0,20,2000
MED019,transfer,DC004,1.2,0,5000
MED019,urgent,DC004,3.0,50,1000
MED019,regular,DC005,6.0,50,10000
MED019,local,DC005,2.4,20,2000
MED019,transfer,DC005,1.5,0,5000
MED019,urgent,DC005,3.6,50,1000
MED019,regular,DC006,9.0,50,10000
MED019,local,DC006,3.6,20,2000
MED019,transfer,DC006,2.2,0,5000
MED019,urgent,DC006,5.4,50,1000
MED019,regular,DC007,4.0,50,10000
MED019,local,DC007,2.0,20,2000
MED019,transfer,DC007,1.0,0,5000
MED019,urgent,DC007,2.4,50,1000
MED019,regular,DC008,5.0,50,10000
MED019,local,DC008,2.0,20,2000
MED019,transfer,DC008,1.2,0,5000
MED019,urgent,DC008,3.0,50,1000
MED019,regular,DC001,3.0,50,10000
MED019,local,DC001,2.0,20,2000
MED019,transfer,DC001,1.0,0,5000
MED019,urgent,DC001,1.8,50,1000
MED019,regular,DC002,5.0,50,10000
MED019,local,DC002,2.0,20,2000
MED019,transfer,DC002,1.2,0,5000
MED019,urgent,DC002,3.0,50,1000
MED019,regular,DC003,5.0,50,10000
MED019,local,DC003,2.0,20,2000
MED019,transfer,DC003,1.2,0,5000
MED019,urgent,DC003,3.0,50,1000
MED019,regular,DC004,6.0,50,10000
MED019,local,DC004,2.4,20,2000
MED019,transfer,DC004,1.5,0,5000
MED019,urgent,DC004,3.6,50,1000
MED019,regular,DC005,9.0,50,10000
MED019,local,DC005,3.6,20,2000
MED019,transfer,DC005,2.2,0,5000
MED019,urgent,DC005,5.4,50,1000
MED019,regular,DC006,9.0,50,10000
MED019,local,DC006,3.6,20,2000
MED019,transfer,DC006,2.2,0,5000
MED019,urgent,DC006,5.4,50,1000
MED019,regular,DC007,6.0,50,10000
MED019,local,DC007,2.4,20,2000
MED019,transfer,DC007,1.5,0,5000
MED019,urgent,DC007,3.6,50,1000
MED019,regular,DC008,4.0,50,10000
MED019,local,DC008,2.0,20,2000
MED019,transfer,DC008,1.0,0,5000
MED019,urgent,DC008,2.4,50,1000
MED020,regular,DC001,6.0,50,10000
MED020,local,DC001,2.4,20,2000
MED020,transfer,DC001,1.5,0,5000
MED020,urgent,DC001,3.6,50,1000
MED020,regular,DC002,6.0,50,10000
MED020,local,DC002,2.4,20,2000
MED020,transfer,DC002,1.5,0,5000
MED020,urgent,DC002,3.6,50,1000
MED020,regular,DC003,2.0,50,10000
MED020,local,DC003,2.0,20,2000
MED020,transfer,DC003,1.0,0,5000
MED020,urgent,DC003,1.2,50,1000
MED020,regular,DC004,8.0,50,10000
MED020,local,DC004,3.2,20,2000
MED020,transfer,DC004,2.0,0,5000
MED020,urgent,DC004,4.8,50,1000
MED020,regular,DC005,8.0,50,10000
MED020,local,DC005,3.2,20,2000
MED020,transfer,DC005,2.0,0,5000
MED020,urgent,DC005,4.8,50,1000
MED020,regular,DC006,9.0,50,10000
MED020,local,DC006,3.6,20,2000
MED020,transfer,DC006,2.2,0,5000
MED020,urgent,DC006,5.4,50,1000
MED020,regular,DC007,3.0,50,10000
MED020,local,DC007,2.0,20,2000
MED020,transfer,DC007,1.0,0,5000
MED020,urgent,DC007,1.8,50,1000
MED020,regular,DC008,6.0,50,10000
MED020,local,DC008,2.4,20,2000
MED020,transfer,DC008,1.5,0,5000
MED020,urgent,DC008,3.6,50,1000
MED021,regular,DC001,7.0,50,10000
MED021,local,DC001,2.8,20,2000
MED021,transfer,DC001,1.8,0,5000
MED021,urgent,DC001,4.2,50,1000
MED021,regular,DC002,6.0,50,10000
MED021,local,DC002,2.4,20,2000
MED021,transfer,DC002,1.5,0,5000
MED021,urgent,DC002,3.6,50,1000
MED021,regular,DC003,6.0,50,10000
MED021,local,DC003,2.4,20,2000
MED021,transfer,DC003,1.5,0,5000
MED021,urgent,DC003,3.6,50,1000
MED021,regular,DC004,5.0,50,10000
MED021,local,DC004,2.0,20,2000
MED021,transfer,DC004,1.2,0,5000
MED021,urgent,DC004,3.0,50,1000
MED021,regular,DC005,8.0,50,10000
MED021,local,DC005,3.2,20,2000
MED021,transfer,DC005,2.0,0,5000
MED021,urgent,DC005,4.8,50,1000
MED021,regular,DC006,7.0,50,10000
MED021,local,DC006,2.8,20,2000
MED021,transfer,DC006,1.8,0,5000
MED021,urgent,DC006,4.2,50,1000
MED021,regular,DC007,5.0,50,10000
MED021,local,DC007,2.0,20,2000
MED021,transfer,DC007,1.2,0,5000
MED021,urgent,DC007,3.0,50,1000
MED021,regular,DC008,7.0,50,10000
MED021,local,DC008,2.8,20,2000
MED021,transfer,DC008,1.8,0,5000
MED021,urgent,DC008,4.2,50,1000
MED021,regular,DC001,6.0,50,10000
MED021,local,DC001,2.4,20,2000
MED021,transfer,DC001,1.5,0,5000
MED021,urgent,DC001,3.6,50,1000
MED021,regular,DC002,2.0,50,10000
MED021,local,DC002,2.0,20,2000
MED021,transfer,DC002,1.0,0,5000
MED021,urgent,DC002,1.2,50,1000
MED021,regular,DC003,5.0,50,10000
MED021,local,DC003,2.0,20,2000
MED021,transfer,DC003,1.2,0,5000
MED021,urgent,DC003,3.0,50,1000
MED021,regular,DC004,6.0,50,10000
MED021,local,DC004,2.4,20,2000
MED021,transfer,DC004,1.5,0,5000
MED021,urgent,DC004,3.6,50,1000
MED021,regular,DC005,8.0,50,10000
MED021,local,DC005,3.2,20,2000
MED021,transfer,DC005,2.0,0,5000
MED021,urgent,DC005,4.8,50,1000
MED021,regular,DC006,7.0,50,10000
MED021,local,DC006,2.8,20,2000
MED021,transfer,DC006,1.8,0,5000
MED021,urgent,DC006,4.2,50,1000
MED021,regular,DC007,6.0,50,10000
MED021,local,DC007,2.4,20,2000
MED021,transfer,DC007,1.5,0,5000
MED021,urgent,DC007,3.6,50,1000
MED021,regular,DC008,5.0,50,10000
MED021,local,DC008,2.0,20,2000
MED021,transfer,DC008,1.2,0,5000
MED021,urgent,DC008,3.0,50,1000
MED022,regular,DC001,7.0,50,10000
MED022,local,DC001,2.8,20,2000
MED022,transfer,DC001,1.8,0,5000
MED022,urgent,DC001,4.2,50,1000
MED022,regular,DC002,6.0,50,10000
MED022,local,DC002,2.4,20,2000
MED022,transfer,DC002,1.5,0,5000
MED022,urgent,DC002,3.6,50,1000
MED022,regular,DC003,2.0,50,10000
MED022,local,DC003,2.0,20,2000
MED022,transfer,DC003,1.0,0,5000
MED022,urgent,DC003,1.2,50,1000
MED022,regular,DC004,4.0,50,10000
MED022,local,DC004,2.0,20,2000
MED022,transfer,DC004,1.0,0,5000
MED022,urgent,DC004,2.4,50,1000
MED022,regular,DC005,8.0,50,10000
MED022,local,DC005,3.2,20,2000
MED022,transfer,DC005,2.0,0,5000
MED022,urgent,DC005,4.8,50,1000
MED022,regular,DC006,7.0,50,10000
MED022,local,DC006,2.8,20,2000
MED022,transfer,DC006,1.8,0,5000
MED022,urgent,DC006,4.2,50,1000
MED022,regular,DC007,6.0,50,10000
MED022,local,DC007,2.4,20,2000
MED022,transfer,DC007,1.5,0,5000
MED022,urgent,DC007,3.6,50,1000
MED022,regular,DC008,5.0,50,10000
MED022,local,DC008,2.0,20,2000
MED022,transfer,DC008,1.2,0,5000
MED022,urgent,DC008,3.0,50,1000
MED023,regular,DC001,6.0,50,10000
MED023,local,DC001,2.4,20,2000
MED023,transfer,DC001,1.5,0,5000
MED023,urgent,DC001,3.6,50,1000
MED023,regular,DC002,4.0,50,10000
MED023,local,DC002,2.0,20,2000
MED023,transfer,DC002,1.0,0,5000
MED023,urgent,DC002,2.4,50,1000
MED023,regular,DC003,3.0,50,10000
MED023,local,DC003,2.0,20,2000
MED023,transfer,DC003,1.0,0,5000
MED023,urgent,DC003,1.8,50,1000
MED023,regular,DC004,7.0,50,10000
MED023,local,DC004,2.8,20,2000
MED023,transfer,DC004,1.8,0,5000
MED023,urgent,DC004,4.2,50,1000
MED023,regular,DC005,7.0,50,10000
MED023,local,DC005,2.8,20,2000
MED023,transfer,DC005,1.8,0,5000
MED023,urgent,DC005,4.2,50,1000
MED023,regular,DC006,8.0,50,10000
MED023,local,DC006,3.2,20,2000
MED023,transfer,DC006,2.0,0,5000
MED023,urgent,DC006,4.8,50,1000
MED023,regular,DC007,6.0,50,10000
MED023,local,DC007,2.4,20,2000
MED023,transfer,DC007,1.5,0,5000
MED023,urgent,DC007,3.6,50,1000
MED023,regular,DC008,6.0,50,10000
MED023,local,DC008,2.4,20,2000
MED023,transfer,DC008,1.5,0,5000
MED023,urgent,DC008,3.6,50,1000
MED024,regular,DC001,6.0,50,10000
MED024,local,DC001,2.4,20,2000
MED024,transfer,DC001,1.5,0,5000
MED024,urgent,DC001,3.6,50,1000
MED024,regular,DC002,2.0,50,10000
MED024,local,DC002,2.0,20,2000
MED024,transfer,DC002,1.0,0,5000
MED024,urgent,DC002,1.2,50,1000
MED024,regular,DC003,6.0,50,10000
MED024,local,DC003,2.4,20,2000
MED024,transfer,DC003,1.5,0,5000
MED024,urgent,DC003,3.6,50,1000
MED024,regular,DC004,4.0,50,10000
MED024,local,DC004,2.0,20,2000
MED024,transfer,DC004,1.0,0,5000
MED024,urgent,DC004,2.4,50,1000
MED024,regular,DC005,7.0,50,10000
MED024,local,DC005,2.8,20,2000
MED024,transfer,DC005,1.8,0,5000
MED024,urgent,DC005,4.2,50,1000
MED024,regular,DC006,7.0,50,10000
MED024,local,DC006,2.8,20,2000
MED024,transfer,DC006,1.8,0,5000
MED024,urgent,DC006,4.2,50,1000
MED024,regular,DC007,3.0,50,10000
MED024,local,DC007,2.0,20,2000
MED024,transfer,DC007,1.0,0,5000
MED024,urgent,DC007,1.8,50,1000
MED024,regular,DC008,4.0,50,10000
MED024,local,DC008,2.0,20,2000
MED024,transfer,DC008,1.0,0,5000
MED024,urgent,DC008,2.4,50,1000
MED024,regular,DC001,3.0,50,10000
MED024,local,DC001,2.0,20,2000
MED024,transfer,DC001,1.0,0,5000
MED024,urgent,DC001,1.8,50,1000
MED024,regular,DC002,3.0,50,10000
MED024,local,DC002,2.0,20,2000
MED024,transfer,DC002,1.0,0,5000
MED024,urgent,DC002,1.8,50,1000
MED024,regular,DC003,3.0,50,10000
MED024,local,DC003,2.0,20,2000
MED024,transfer,DC003,1.0,0,5000
MED024,urgent,DC003,1.8,50,1000
MED024,regular,DC004,4.0,50,10000
MED024,local,DC004,2.0,20,2000
MED024,transfer,DC004,1.0,0,5000
MED024,urgent,DC004,2.4,50,1000
MED024,regular,DC005,9.0,50,10000
MED024,local,DC005,3.6,20,2000
MED024,transfer,DC005,2.2,0,5000
MED024,urgent,DC005,5.4,50,1000
MED024,regular,DC006,7.0,50,10000
MED024,local,DC006,2.8,20,2000
MED024,transfer,DC006,1.8,0,5000
MED024,urgent,DC006,4.2,50,1000
MED024,regular,DC007,4.0,50,10000
MED024,local,DC007,2.0,20,2000
MED024,transfer,DC007,1.0,0,5000
MED024,urgent,DC007,2.4,50,1000
MED024,regular,DC008,5.0,50,10000
MED024,local,DC008,2.0,20,2000
MED024,transfer,DC008,1.2,0,5000
MED024,urgent,DC008,3.0,50,1000
MED025,regular,DC001,6.0,50,10000
MED025,local,DC001,2.4,20,2000
MED025,transfer,DC001,1.5,0,5000
MED025,urgent,DC001,3.6,50,1000
MED025,regular,DC002,4.0,50,10000
MED025,local,DC002,2.0,20,2000
MED025,transfer,DC002,1.0,0,5000
MED025,urgent,DC002,2.4,50,1000
MED025,regular,DC003,4.0,50,10000
MED025,local,DC003,2.0,20,2000
MED025,transfer,DC003,1.0,0,5000
MED025,urgent,DC003,2.4,50,1000
MED025,regular,DC004,5.0,50,10000
MED025,local,DC004,2.0,20,2000
MED025,transfer,DC004,1.2,0,5000
MED025,urgent,DC004,3.0,50,1000
MED025,regular,DC005,9.0,50,10000
MED025,local,DC005,3.6,20,2000
MED025,transfer,DC005,2.2,0,5000
MED025,urgent,DC005,5.4,50,1000
MED025,regular,DC006,10.0,50,10000
MED025,local,DC006,4.0,20,2000
MED025,transfer,DC006,2.5,0,5000
MED025,urgent,DC006,6.0,50,1000
MED025,regular,DC007,3.0,50,10000
MED025,local,DC007,2.0,20,2000
MED025,transfer,DC007,1.0,0,5000
MED025,urgent,DC007,1.8,50,1000
MED025,regular,DC008,5.0,50,10000
MED025,local,DC008,2.0,20,2000
MED025,transfer,DC008,1.2,0,5000
MED025,urgent,DC008,3.0,50,1000
MED025,regular,DC001,5.0,50,10000
MED025,local,DC001,2.0,20,2000
MED025,transfer,DC001,1.2,0,5000
MED025,urgent,DC001,3.0,50,1000
MED025,regular,DC002,2.0,50,10000
MED025,local,DC002,2.0,20,2000
MED025,transfer,DC002,1.0,0,5000
MED025,urgent,DC002,1.2,50,1000
MED025,regular,DC003,6.0,50,10000
MED025,local,DC003,2.4,20,2000
MED025,transfer,DC003,1.5,0,5000
MED025,urgent,DC003,3.6,50,1000
MED025,regular,DC004,4.0,50,10000
MED025,local,DC004,2.0,20,2000
MED025,transfer,DC004,1.0,0,5000
MED025,urgent,DC004,2.4,50,1000
MED025,regular,DC005,7.0,50,10000
MED025,local,DC005,2.8,20,2000
MED025,transfer,DC005,1.8,0,5000
MED025,urgent,DC005,4.2,50,1000
MED025,regular,DC006,10.0,50,10000
MED025,local,DC006,4.0,20,2000
MED025,transfer,DC006,2.5,0,5000
MED025,urgent,DC006,6.0,50,1000
MED025,regular,DC007,6.0,50,10000
MED025,local,DC007,2.4,20,2000
MED025,transfer,DC007,1.5,0,5000
MED025,urgent,DC007,3.6,50,1000
MED025,regular,DC008,7.0,50,10000
MED025,local,DC008,2.8,20,2000
MED025,transfer,DC008,1.8,0,5000
MED025,urgent,DC008,4.2,50,1000
MED026,regular,DC001,7.0,50,10000
MED026,local,DC001,2.8,20,2000
MED026,transfer,DC001,1.8,0,5000
MED026,urgent,DC001,4.2,50,1000
MED026,regular,DC002,3.0,50,10000
MED026,local,DC002,2.0,20,2000
MED026,transfer,DC002,1.0,0,5000
MED026,urgent,DC002,1.8,50,1000
MED026,regular,DC003,2.0,50,10000
MED026,local,DC003,2.0,20,2000
MED026,transfer,DC003,1.0,0,5000
MED026,urgent,DC003,1.2,50,1000
MED026,regular,DC004,6.0,50,10000
MED026,local,DC004,2.4,20,2000
MED026,transfer,DC004,1.5,0,5000
MED026,urgent,DC004,3.6,50,1000
MED026,regular,DC005,9.0,50,10000
MED026,local,DC005,3.6,20,2000
MED026,transfer,DC005,2.2,0,5000
MED026,urgent,DC005,5.4,50,1000
MED026,regular,DC006,6.0,50,10000
MED026,local,DC006,2.4,20,2000
MED026,transfer,DC006,1.5,0,5000
MED026,urgent,DC006,3.6,50,1000
MED026,regular,DC007,7.0,50,10000
MED026,local,DC007,2.8,20,2000
MED026,transfer,DC007,1.8,0,5000
MED026,urgent,DC007,4.2,50,1000
MED026,regular,DC008,4.0,50,10000
MED026,local,DC008,2.0,20,2000
MED026,transfer,DC008,1.0,0,5000
MED026,urgent,DC008,2.4,50,1000
MED027,regular,DC001,5.0,50,10000
MED027,local,DC001,2.0,20,2000
MED027,transfer,DC001,1.2,0,5000
MED027,urgent,DC001,3.0,50,1000
MED027,regular,DC002,2.0,50,10000
MED027,local,DC002,2.0,20,2000
MED027,transfer,DC002,1.0,0,5000
MED027,urgent,DC002,1.2,50,1000
MED027,regular,DC003,6.0,50,10000
MED027,local,DC003,2.4,20,2000
MED027,transfer,DC003,1.5,0,5000
MED027,urgent,DC003,3.6,50,1000
MED027,regular,DC004,6.0,50,10000
MED027,local,DC004,2.4,20,2000
MED027,transfer,DC004,1.5,0,5000
MED027,urgent,DC004,3.6,50,1000
MED027,regular,DC005,5.0,50,10000
MED027,local,DC005,2.0,20,2000
MED027,transfer,DC005,1.2,0,5000
MED027,urgent,DC005,3.0,50,1000
MED027,regular,DC006,9.0,50,10000
MED027,local,DC006,3.6,20,2000
MED027,transfer,DC006,2.2,0,5000
MED027,urgent,DC006,5.4,50,1000
MED027,regular,DC007,6.0,50,10000
MED027,local,DC007,2.4,20,2000
MED027,transfer,DC007,1.5,0,5000
MED027,urgent,DC007,3.6,50,1000
MED027,regular,DC008,4.0,50,10000
MED027,local,DC008,2.0,20,2000
MED027,transfer,DC008,1.0,0,5000
MED027,urgent,DC008,2.4,50,1000
MED027,regular,DC001,6.0,50,10000
MED027,local,DC001,2.4,20,2000
MED027,transfer,DC001,1.5,0,5000
MED027,urgent,DC001,3.6,50,1000
MED027,regular,DC002,4.0,50,10000
MED027,local,DC002,2.0,20,2000
MED027,transfer,DC002,1.0,0,5000
MED027,urgent,DC002,2.4,50,1000
MED027,regular,DC003,5.0,50,10000
MED027,local,DC003,2.0,20,2000
MED027,transfer,DC003,1.2,0,5000
MED027,urgent,DC003,3.0,50,1000
MED027,regular,DC004,5.0,50,10000
MED027,local,DC004,2.0,20,2000
MED027,transfer,DC004,1.2,0,5000
MED027,urgent,DC004,3.0,50,1000
MED027,regular,DC005,8.0,50,10000
MED027,local,DC005,3.2,20,2000
MED027,transfer,DC005,2.0,0,5000
MED027,urgent,DC005,4.8,50,1000
MED027,regular,DC006,7.0,50,10000
MED027,local,DC006,2.8,20,2000
MED027,transfer,DC006,1.8,0,5000
MED027,urgent,DC006,4.2,50,1000
MED027,regular,DC007,7.0,50,10000
MED027,local,DC007,2.8,20,2000
MED027,transfer,DC007,1.8,0,5000
MED027,urgent,DC007,4.2,50,1000
MED027,regular,DC008,6.0,50,10000
MED027,local,DC008,2.4,20,2000
MED027,transfer,DC008,1.5,0,5000
MED027,urgent,DC008,3.6,50,1000
MED028,regular,DC001,7.0,50,10000
MED028,local,DC001,2.8,20,2000
MED028,transfer,DC001,1.8,0,5000
MED028,urgent,DC001,4.2,50,1000
MED028,regular,DC002,4.0,50,10000
MED028,local,DC002,2.0,20,2000
MED028,transfer,DC002,1.0,0,5000
MED028,urgent,DC002,2.4,50,1000
MED028,regular,DC003,4.0,50,10000
MED028,local,DC003,2.0,20,2000
MED028,transfer,DC003,1.0,0,5000
MED028,urgent,DC003,2.4,50,1000
MED028,regular,DC004,5.0,50,10000
MED028,local,DC004,2.0,20,2000
MED028,transfer,DC004,1.2,0,5000
MED028,urgent,DC004,3.0,50,1000
MED028,regular,DC005,5.0,50,10000
MED028,local,DC005,2.0,20,2000
MED028,transfer,DC005,1.2,0,5000
MED028,urgent,DC005,3.0,50,1000
MED028,regular,DC006,8.0,50,10000
MED028,local,DC006,3.2,20,2000
MED028,transfer,DC006,2.0,0,5000
MED028,urgent,DC006,4.8,50,1000
MED028,regular,DC007,6.0,50,10000
MED028,local,DC007,2.4,20,2000
MED028,transfer,DC007,1.5,0,5000
MED028,urgent,DC007,3.6,50,1000
MED028,regular,DC008,5.0,50,10000
MED028,local,DC008,2.0,20,2000
MED028,transfer,DC008,1.2,0,5000
MED028,urgent,DC008,3.0,50,1000
