order_id,dc_id,sku_id,distributor_id,order_date,promised_delivery_date,actual_delivery_date,ordered_qty,received_qty,on_time,fill_rate,order_frequency_days
ORD002777,DC002,MED014,SUP003,2026-02-25,2026-02-25,2026-02-25,86.0,86.0,True,1.0,1.0
ORD002778,DC003,MED014,SUP003,2026-02-25,2026-02-25,2026-02-25,64.0,64.0,True,1.0,1.0
ORD002779,DC004,MED014,SUP003,2026-02-25,2026-02-25,2026-02-25,79.0,79.0,True,1.0,1.0
ORD002780,DC006,MED014,SUP003,2026-02-25,2026-02-25,2026-02-25,33.0,33.0,True,1.0,1.0
ORD002781,DC001,MED015,SUP004,2026-02-25,2026-02-25,2026-02-25,257.0,257.0,True,1.0,1.0
ORD002782,DC004,MED015,SUP004,2026-02-25,2026-02-25,2026-02-25,188.0,188.0,True,1.0,1.0
ORD002783,DC005,MED015,SUP004,2026-02-25,2026-02-25,2026-02-25,180.0,180.0,True,1.0,1.0
ORD002784,DC006,MED015,SUP004,2026-02-25,2026-02-25,2026-02-25,170.0,170.0,True,1.0,2.0
ORD002785,DC007,MED015,SUP004,2026-02-25,2026-02-25,2026-02-25,170.0,170.0,True,1.0,1.0
ORD002786,DC008,MED015,SUP004,2026-02-25,2026-02-25,2026-02-25,175.0,175.0,True,1.0,1.0
ORD002787,DC001,MED016,SUP001,2026-02-25,2026-02-25,2026-02-25,60.0,60.0,True,1.0,1.0
ORD002788,DC003,MED016,SUP001,2026-02-25,2026-02-25,2026-02-25,102.0,102.0,True,1.0,2.0
ORD002789,DC004,MED016,SUP001,2026-02-25,2026-02-25,2026-02-25,102.0,102.0,True,1.0,2.0
ORD002790,DC005,MED016,SUP001,2026-02-25,2026-02-25,2026-02-25,96.0,96.0,True,1.0,2.0
ORD002791,DC006,MED016,SUP001,2026-02-25,2026-02-25,2026-02-25,105.0,105.0,True,1.0,2.0
ORD002792,DC007,MED016,SUP001,2026-02-25,2026-02-25,2026-02-25,88.0,88.0,True,1.0,3.0
ORD002793,DC008,MED016,SUP001,2026-02-25,2026-02-25,2026-02-25,24.0,24.0,True,1.0,1.0
ORD002794,DC001,MED017,SUP004,2026-02-25,2026-02-25,2026-02-25,51.0,51.0,True,1.0,1.0
ORD002795,DC003,MED017,SUP004,2026-02-25,2026-02-25,2026-02-25,40.0,40.0,True,1.0,1.0
ORD002796,DC004,MED017,SUP004,2026-02-25,2026-02-25,2026-02-25,37.0,37.0,True,1.0,2.0
ORD002797,DC005,MED017,SUP004,2026-02-25,2026-02-25,2026-02-25,41.0,41.0,True,1.0,1.0
ORD002798,DC007,MED017,SUP004,2026-02-25,2026-02-25,2026-02-25,52.0,52.0,True,1.0,1.0
ORD002799,DC003,MED018,SUP004,2026-02-25,2026-02-25,2026-02-25,80.0,80.0,True,1.0,2.0
ORD002800,DC004,MED018,SUP004,2026-02-25,2026-02-25,2026-02-25,48.0,48.0,True,1.0,4.0
ORD002801,DC005,MED018,SUP004,2026-02-25,2026-02-25,2026-02-25,89.0,89.0,True,1.0,1.0
ORD002802,DC006,MED018,SUP004,2026-02-25,2026-02-25,2026-02-25,102.0,102.0,True,1.0,1.0
ORD002803,DC007,MED018,SUP004,2026-02-25,2026-02-25,2026-02-25,118.0,118.0,True,1.0,1.0
ORD002804,DC001,MED019,SUP003,2026-02-25,2026-02-25,2026-02-25,79.0,79.0,True,1.0,1.0
ORD002805,DC002,MED019,SUP003,2026-02-25,2026-02-25,2026-02-25,33.0,33.0,True,1.0,2.0
ORD002806,DC003,MED019,SUP003,2026-02-25,2026-02-25,2026-02-25,96.0,96.0,True,1.0,1.0
ORD002807,DC008,MED019,SUP003,2026-02-25,2026-02-25,2026-02-25,54.0,54.0,True,1.0,1.0
ORD002808,DC001,MED020,SUP004,2026-02-25,2026-02-25,2026-02-25,35.0,35.0,True,1.0,1.0
ORD002809,DC002,MED020,SUP004,2026-02-25,2026-02-25,2026-02-25,51.0,51.0,True,1.0,1.0
ORD002810,DC003,MED020,SUP004,2026-02-25,2026-02-25,2026-02-25,31.0,31.0,True,1.0,2.0
ORD002811,DC004,MED020,SUP004,2026-02-25,2026-02-25,2026-02-25,45.0,45.0,True,1.0,1.0
ORD002812,DC007,MED020,SUP004,2026-02-25,2026-02-25,2026-02-25,59.0,59.0,True,1.0,1.0
ORD002813,DC001,MED021,SUP004,2026-02-25,2026-02-25,2026-02-25,172.0,172.0,True,1.0,1.0
ORD002814,DC002,MED021,SUP004,2026-02-25,2026-02-25,2026-02-25,199.0,199.0,True,1.0,1.0
ORD002815,DC003,MED021,SUP004,2026-02-25,2026-02-25,2026-02-25,162.0,162.0,True,1.0,2.0
ORD002816,DC004,MED021,SUP004,2026-02-25,2026-02-25,2026-02-25,192.0,192.0,True,1.0,1.0
ORD002817,DC006,MED021,SUP004,2026-02-25,2026-02-25,2026-02-25,218.0,218.0,True,1.0,1.0
ORD002818,DC007,MED021,SUP004,2026-02-25,2026-02-25,2026-02-25,108.0,108.0,True,1.0,1.0
ORD002819,DC008,MED021,SUP004,2026-02-25,2026-02-25,2026-02-25,176.0,176.0,True,1.0,1.0
ORD002820,DC001,MED022,SUP004,2026-02-25,2026-02-25,2026-02-25,45.0,45.0,True,1.0,1.0
ORD002821,DC003,MED022,SUP004,2026-02-25,2026-02-25,2026-02-25,54.0,54.0,True,1.0,1.0
ORD002822,DC004,MED022,SUP004,2026-02-25,2026-02-25,2026-02-25,39.0,39.0,True,1.0,2.0
ORD002823,DC006,MED022,SUP004,2026-02-25,2026-02-25,2026-02-25,62.0,62.0,True,1.0,1.0
ORD002824,DC001,MED023,SUP003,2026-02-25,2026-02-25,2026-02-25,128.0,128.0,True,1.0,1.0
ORD002825,DC003,MED023,SUP003,2026-02-25,2026-02-25,2026-02-25,112.0,112.0,True,1.0,1.0
ORD002826,DC005,MED023,SUP003,2026-02-25,2026-02-25,2026-02-25,257.0,0.0,False,0.0,1.0
ORD002827,DC006,MED023,SUP003,2026-02-25,2026-02-25,2026-02-25,71.0,71.0,True,1.0,1.0
ORD002828,DC007,MED023,SUP003,2026-02-25,2026-02-25,2026-02-25,64.0,64.0,True,1.0,1.0
ORD002829,DC008,MED023,SUP003,2026-02-25,2026-02-25,2026-02-25,144.0,144.0,True,1.0,5.0
ORD002830,DC001,MED024,SUP003,2026-02-25,2026-02-25,2026-02-25,52.0,52.0,True,1.0,1.0
ORD002831,DC002,MED024,SUP003,2026-02-25,2026-02-25,2026-02-25,45.0,45.0,True,1.0,2.0
ORD002832,DC003,MED024,SUP003,2026-02-25,2026-02-25,2026-02-25,48.0,48.0,True,1.0,1.0
ORD002833,DC005,MED024,SUP003,2026-02-25,2026-02-25,2026-02-25,57.0,57.0,True,1.0,1.0
ORD002834,DC006,MED024,SUP003,2026-02-25,2026-02-25,2026-02-25,75.0,75.0,True,1.0,1.0
ORD002835,DC007,MED024,SUP003,2026-02-25,2026-02-25,2026-02-25,72.0,72.0,True,1.0,1.0
ORD002836,DC008,MED024,SUP003,2026-02-25,2026-02-25,2026-02-25,37.0,37.0,True,1.0,1.0
ORD002837,DC001,MED025,SUP001,2026-02-25,2026-02-25,2026-02-25,183.0,183.0,True,1.0,3.0
ORD002838,DC002,MED025,SUP001,2026-02-25,2026-02-25,2026-02-25,148.0,148.0,True,1.0,1.0
ORD002839,DC004,MED025,SUP001,2026-02-25,2026-02-25,2026-02-25,175.0,175.0,True,1.0,1.0
ORD002840,DC005,MED025,SUP001,2026-02-25,2026-02-25,2026-02-25,196.0,196.0,True,1.0,2.0
ORD002841,DC006,MED025,SUP001,2026-02-25,2026-02-25,2026-02-25,185.0,185.0,True,1.0,1.0
ORD002842,DC007,MED025,SUP001,2026-02-25,2026-02-25,2026-02-25,171.0,171.0,True,1.0,1.0
ORD002843,DC008,MED025,SUP001,2026-02-25,2026-02-25,2026-02-25,143.0,143.0,True,1.0,1.0
ORD002844,DC003,MED026,SUP001,2026-02-25,2026-02-25,2026-02-25,102.0,102.0,True,1.0,1.0
ORD002845,DC004,MED026,SUP001,2026-02-25,2026-02-25,2026-02-25,150.0,150.0,True,1.0,1.0
ORD002846,DC005,MED026,SUP001,2026-02-25,2026-02-25,2026-02-25,160.0,160.0,True,1.0,1.0
ORD002847,DC006,MED026,SUP001,2026-02-25,2026-02-25,2026-02-25,123.0,123.0,True,1.0,1.0
ORD002848,DC007,MED026,SUP001,2026-02-25,2026-02-25,2026-02-25,140.0,140.0,True,1.0,1.0
ORD002849,DC008,MED026,SUP001,2026-02-25,2026-02-25,2026-02-25,235.0,235.0,True,1.0,1.0
ORD002850,DC001,MED027,SUP005,2026-02-25,2026-02-25,2026-02-25,123.0,123.0,True,1.0,1.0
ORD002851,DC003,MED027,SUP005,2026-02-25,2026-02-25,2026-02-25,122.0,122.0,True,1.0,1.0
ORD002852,DC004,MED027,SUP005,2026-02-25,2026-02-25,2026-02-25,141.0,141.0,True,1.0,1.0
ORD002853,DC005,MED027,SUP005,2026-02-25,2026-02-25,2026-02-25,148.0,148.0,True,1.0,1.0
ORD002854,DC006,MED027,SUP005,2026-02-25,2026-02-25,2026-02-25,147.0,147.0,True,1.0,1.0
ORD002855,DC007,MED027,SUP005,2026-02-25,2026-02-25,2026-02-25,119.0,119.0,True,1.0,1.0
ORD002856,DC002,MED028,SUP004,2026-02-25,2026-02-25,2026-02-25,48.0,48.0,True,1.0,1.0
ORD002857,DC003,MED028,SUP004,2026-02-25,2026-02-25,2026-02-25,52.0,52.0,True,1.0,1.0
ORD002858,DC004,MED028,SUP004,2026-02-25,2026-02-25,2026-02-25,42.0,42.0,True,1.0,6.0
ORD002859,DC005,MED028,SUP004,2026-02-25,2026-02-25,2026-02-25,53.0,53.0,True,1.0,2.0
ORD002860,DC006,MED028,SUP004,2026-02-25,2026-02-25,2026-02-25,55.0,55.0,True,1.0,1.0
ORD002861,DC007,MED028,SUP004,2026-02-25,2026-02-25,2026-02-25,42.0,42.0,True,1.0,1.0
ORD002862,DC008,MED028,SUP004,2026-02-25,2026-02-25,2026-02-25,45.0,45.0,True,1.0,1.0
ORD002863,DC001,MED029,SUP004,2026-02-25,2026-02-25,2026-02-25,85.0,85.0,True,1.0,2.0
ORD002864,DC002,MED029,SUP004,2026-02-25,2026-02-25,2026-02-25,76.0,76.0,True,1.0,1.0
ORD002865,DC004,MED029,SUP004,2026-02-25,2026-02-25,2026-02-25,77.0,77.0,True,1.0,2.0
ORD002866,DC006,MED029,SUP004,2026-02-25,2026-02-25,2026-02-25,94.0,94.0,True,1.0,1.0
ORD002867,DC003,MED030,SUP005,2026-02-25,2026-02-25,2026-02-25,61.0,61.0,True,1.0,1.0
ORD002868,DC005,MED030,SUP005,2026-02-25,2026-02-25,2026-02-25,81.0,81.0,True,1.0,1.0
ORD002869,DC006,MED030,SUP005,2026-02-25,2026-02-25,2026-02-25,32.0,32.0,True,1.0,1.0
ORD002870,DC007,MED030,SUP005,2026-02-25,2026-02-25,2026-02-25,67.0,67.0,True,1.0,1.0
ORD002871,DC001,MED031,SUP004,2026-02-25,2026-02-25,2026-02-25,55.0,55.0,True,1.0,1.0
ORD002872,DC002,MED031,SUP004,2026-02-25,2026-02-25,2026-02-25,48.0,48.0,True,1.0,2.0
ORD002873,DC005,MED031,SUP004,2026-02-25,2026-02-25,2026-02-25,70.0,70.0,True,1.0,1.0
ORD002874,DC006,MED031,SUP004,2026-02-25,2026-02-25,2026-02-25,51.0,51.0,True,1.0,1.0
ORD002875,DC007,MED031,SUP004,2026-02-25,2026-02-25,2026-02-25,66.0,66.0,True,1.0,1.0
ORD002876,DC008,MED031,SUP004,2026-02-25,2026-02-25,2026-02-25,56.0,56.0,True,1.0,1.0
ORD002877,DC001,MED032,SUP003,2026-02-25,2026-02-25,2026-02-25,87.0,87.0,True,1.0,1.0
ORD002878,DC002,MED032,SUP003,2026-02-25,2026-02-25,2026-02-25,58.0,58.0,True,1.0,1.0
ORD002879,DC004,MED032,SUP003,2026-02-25,2026-02-25,2026-02-25,75.0,75.0,True,1.0,1.0
ORD002880,DC005,MED032,SUP003,2026-02-25,2026-02-25,2026-02-25,54.0,54.0,True,1.0,1.0
ORD002881,DC006,MED032,SUP003,2026-02-25,2026-02-25,2026-02-25,53.0,53.0,True,1.0,1.0
ORD002882,DC008,MED032,SUP003,2026-02-25,2026-02-25,2026-02-25,55.0,55.0,True,1.0,1.0
ORD002883,DC001,MED033,SUP002,2026-02-25,2026-02-25,2026-02-25,60.0,60.0,True,1.0,2.0
ORD002884,DC002,MED033,SUP002,2026-02-25,2026-02-25,2026-02-25,63.0,63.0,True,1.0,1.0
ORD002885,DC004,MED033,SUP002,2026-02-25,2026-02-25,2026-02-25,66.0,66.0,True,1.0,1.0
ORD002886,DC008,MED033,SUP002,2026-02-25,2026-02-25,2026-02-25,81.0,81.0,True,1.0,3.0
ORD002887,DC001,MED034,SUP001,2026-02-25,2026-02-25,2026-02-25,194.0,194.0,True,1.0,1.0
ORD002888,DC002,MED034,SUP001,2026-02-25,2026-02-25,2026-02-25,160.0,160.0,True,1.0,1.0
ORD002889,DC003,MED034,SUP001,2026-02-25,2026-02-25,2026-02-25,162.0,162.0,True,1.0,1.0
ORD002890,DC004,MED034,SUP001,2026-02-25,2026-02-25,2026-02-25,152.0,152.0,True,1.0,5.0
ORD002891,DC005,MED034,SUP001,2026-02-25,2026-02-25,2026-02-25,154.0,154.0,True,1.0,1.0
ORD002892,DC006,MED034,SUP001,2026-02-25,2026-02-25,2026-02-25,166.0,166.0,True,1.0,1.0
ORD002893,DC007,MED034,SUP001,2026-02-25,2026-02-25,2026-02-25,164.0,164.0,True,1.0,1.0
ORD002894,DC008,MED034,SUP001,2026-02-25,2026-02-25,2026-02-25,147.0,147.0,True,1.0,7.0
ORD002895,DC002,MED035,SUP001,2026-02-25,2026-02-25,2026-02-25,31.0,31.0,True,1.0,1.0
ORD002896,DC004,MED035,SUP001,2026-02-25,2026-02-25,2026-02-25,58.0,58.0,True,1.0,4.0
ORD002897,DC005,MED035,SUP001,2026-02-25,2026-02-25,2026-02-25,52.0,52.0,True,1.0,1.0
ORD002898,DC006,MED035,SUP001,2026-02-25,2026-02-25,2026-02-25,18.0,18.0,True,1.0,3.0
ORD002899,DC001,MED036,SUP001,2026-02-25,2026-02-25,2026-02-25,72.0,72.0,True,1.0,1.0
ORD002900,DC002,MED036,SUP001,2026-02-25,2026-02-25,2026-02-25,87.0,87.0,True,1.0,1.0
ORD002901,DC003,MED036,SUP001,2026-02-25,2026-02-25,2026-02-25,110.0,110.0,True,1.0,1.0
ORD002902,DC004,MED036,SUP001,2026-02-25,2026-02-25,2026-02-25,97.0,97.0,True,1.0,3.0
ORD002903,DC007,MED036,SUP001,2026-02-25,2026-02-25,2026-02-25,56.0,56.0,True,1.0,2.0
ORD002904,DC008,MED036,SUP001,2026-02-25,2026-02-25,2026-02-25,131.0,131.0,True,1.0,2.0
ORD002905,DC001,MED037,SUP005,2026-02-25,2026-02-25,2026-02-25,214.0,214.0,True,1.0,1.0
ORD002906,DC002,MED037,SUP005,2026-02-25,2026-02-25,2026-02-25,268.0,268.0,True,1.0,1.0
ORD002907,DC003,MED037,SUP005,2026-02-25,2026-02-25,2026-02-25,221.0,221.0,True,1.0,3.0
ORD002908,DC005,MED037,SUP005,2026-02-25,2026-02-25,2026-02-25,185.0,185.0,True,1.0,1.0
ORD002909,DC006,MED037,SUP005,2026-02-25,2026-02-25,2026-02-25,259.0,259.0,True,1.0,3.0
ORD002910,DC007,MED037,SUP005,2026-02-25,2026-02-25,2026-02-25,195.0,195.0,True,1.0,1.0
ORD002911,DC008,MED037,SUP005,2026-02-25,2026-02-25,2026-02-25,151.0,151.0,True,1.0,2.0
ORD002912,DC001,MED038,SUP002,2026-02-25,2026-02-25,2026-02-25,194.0,194.0,True,1.0,1.0
ORD002913,DC002,MED038,SUP002,2026-02-25,2026-02-25,2026-02-25,186.0,186.0,True,1.0,1.0
ORD002914,DC003,MED038,SUP002,2026-02-25,2026-02-25,2026-02-25,260.0,260.0,True,1.0,1.0
ORD002915,DC004,MED038,SUP002,2026-02-25,2026-02-25,2026-02-25,214.0,214.0,True,1.0,2.0
ORD002916,DC005,MED038,SUP002,2026-02-25,2026-02-25,2026-02-25,194.0,194.0,True,1.0,1.0
ORD002917,DC007,MED038,SUP002,2026-02-25,2026-02-25,2026-02-25,203.0,203.0,True,1.0,1.0
ORD002918,DC008,MED038,SUP002,2026-02-25,2026-02-25,2026-02-25,210.0,210.0,True,1.0,2.0
ORD002919,DC001,MED039,SUP003,2026-02-25,2026-02-25,2026-02-25,20.0,20.0,True,1.0,1.0
ORD002920,DC003,MED039,SUP003,2026-02-25,2026-02-25,2026-02-25,42.0,42.0,True,1.0,2.0
ORD002921,DC004,MED039,SUP003,2026-02-25,2026-02-25,2026-02-25,41.0,41.0,True,1.0,1.0
ORD002922,DC005,MED039,SUP003,2026-02-25,2026-02-25,2026-02-25,43.0,43.0,True,1.0,1.0
ORD002923,DC007,MED039,SUP003,2026-02-25,2026-02-25,2026-02-25,37.0,37.0,True,1.0,1.0
ORD002924,DC008,MED039,SUP003,2026-02-25,2026-02-25,2026-02-25,49.0,49.0,True,1.0,1.0
ORD002925,DC001,MED040,SUP004,2026-02-25,2026-02-25,2026-02-25,76.0,76.0,True,1.0,1.0
ORD002926,DC002,MED040,SUP004,2026-02-25,2026-02-25,2026-02-25,60.0,60.0,True,1.0,1.0
ORD002927,DC003,MED040,SUP004,2026-02-25,2026-02-25,2026-02-25,95.0,95.0,True,1.0,1.0
ORD002928,DC004,MED040,SUP004,2026-02-25,2026-02-25,2026-02-25,72.0,72.0,True,1.0,1.0
ORD002929,DC005,MED040,SUP004,2026-02-25,2026-02-25,2026-02-25,86.0,86.0,True,1.0,1.0
ORD002930,DC006,MED040,SUP004,2026-02-25,2026-02-25,2026-02-25,68.0,68.0,True,1.0,1.0
ORD002931,DC007,MED040,SUP004,2026-02-25,2026-02-25,2026-02-25,55.0,55.0,True,1.0,1.0
ORD002932,DC008,MED040,SUP004,2026-02-25,2026-02-25,2026-02-25,85.0,85.0,True,1.0,2.0
ORD002933,DC002,MED001,SUP005,2026-02-26,2026-02-26,2026-02-26,33.0,33.0,True,1.0,1.0
ORD002934,DC004,MED001,SUP005,2026-02-26,2026-02-26,2026-02-26,25.0,25.0,True,1.0,2.0
ORD002935,DC005,MED001,SUP005,2026-02-26,2026-02-26,2026-02-26,23.0,23.0,True,1.0,2.0
ORD002936,DC006,MED001,SUP005,2026-02-26,2026-02-26,2026-02-26,39.0,39.0,True,1.0,1.0
ORD002937,DC008,MED001,SUP005,2026-02-26,2026-02-26,2026-02-26,28.0,28.0,True,1.0,4.0
ORD002938,DC001,MED002,SUP005,2026-02-26,2026-02-26,2026-02-26,46.0,46.0,True,1.0,1.0
ORD002939,DC002,MED002,SUP005,2026-02-26,2026-02-26,2026-02-26,33.0,33.0,True,1.0,2.0
ORD002940,DC003,MED002,SUP005,2026-02-26,2026-02-26,2026-02-26,21.0,21.0,True,1.0,1.0
ORD002941,DC004,MED002,SUP005,2026-02-26,2026-02-26,2026-02-26,35.0,35.0,True,1.0,1.0
ORD002942,DC006,MED002,SUP005,2026-02-26,2026-02-26,2026-02-26,30.0,30.0,True,1.0,2.0
ORD002943,DC008,MED002,SUP005,2026-02-26,2026-02-26,2026-02-26,41.0,41.0,True,1.0,1.0
ORD002944,DC005,MED003,SUP003,2026-02-26,2026-02-26,2026-02-26,109.0,109.0,True,1.0,2.0
ORD002945,DC007,MED003,SUP003,2026-02-26,2026-02-26,2026-02-26,100.0,100.0,True,1.0,1.0
ORD002946,DC008,MED003,SUP003,2026-02-26,2026-02-26,2026-02-26,102.0,102.0,True,1.0,1.0
ORD002947,DC001,MED004,SUP005,2026-02-26,2026-02-26,2026-02-26,179.0,179.0,True,1.0,1.0
ORD002948,DC003,MED004,SUP005,2026-02-26,2026-02-26,2026-02-26,223.0,223.0,True,1.0,1.0
ORD002949,DC004,MED004,SUP005,2026-02-26,2026-02-26,2026-02-26,187.0,187.0,True,1.0,3.0
ORD002950,DC005,MED004,SUP005,2026-02-26,2026-02-26,2026-02-26,171.0,171.0,True,1.0,1.0
ORD002951,DC007,MED004,SUP005,2026-02-26,2026-02-26,2026-02-26,184.0,184.0,True,1.0,2.0
ORD002952,DC008,MED004,SUP005,2026-02-26,2026-02-26,2026-02-26,205.0,205.0,True,1.0,1.0
ORD002953,DC001,MED005,SUP005,2026-02-26,2026-02-26,2026-02-26,156.0,156.0,True,1.0,1.0
ORD002954,DC004,MED005,SUP005,2026-02-26,2026-02-26,2026-02-26,80.0,80.0,True,1.0,1.0
ORD002955,DC005,MED005,SUP005,2026-02-26,2026-02-26,2026-02-26,172.0,33.2200000000002,False,0.193,2.0
ORD002956,DC006,MED005,SUP005,2026-02-26,2026-02-26,2026-02-26,51.0,51.0,True,1.0,2.0
ORD002957,DC007,MED005,SUP005,2026-02-26,2026-02-26,2026-02-26,20.0,20.0,True,1.0,1.0
ORD002958,DC008,MED005,SUP005,2026-02-26,2026-02-26,2026-02-26,128.0,128.0,True,1.0,3.0
ORD002959,DC001,MED006,SUP002,2026-02-26,2026-02-26,2026-02-26,48.0,48.0,True,1.0,1.0
ORD002960,DC002,MED006,SUP002,2026-02-26,2026-02-26,2026-02-26,28.0,28.0,True,1.0,1.0
ORD002961,DC003,MED006,SUP002,2026-02-26,2026-02-26,2026-02-26,32.0,32.0,True,1.0,1.0
ORD002962,DC004,MED006,SUP002,2026-02-26,2026-02-26,2026-02-26,24.0,24.0,True,1.0,2.0
ORD002963,DC008,MED006,SUP002,2026-02-26,2026-02-26,2026-02-26,13.0,13.0,True,1.0,1.0
ORD002964,DC001,MED007,SUP001,2026-02-26,2026-02-26,2026-02-26,89.0,89.0,True,1.0,1.0
ORD002965,DC002,MED007,SUP001,2026-02-26,2026-02-26,2026-02-26,59.0,59.0,True,1.0,2.0
ORD002966,DC003,MED007,SUP001,2026-02-26,2026-02-26,2026-02-26,75.0,75.0,True,1.0,1.0
ORD002967,DC004,MED007,SUP001,2026-02-26,2026-02-26,2026-02-26,97.0,97.0,True,1.0,1.0
ORD002968,DC005,MED007,SUP001,2026-02-26,2026-02-26,2026-02-26,108.0,108.0,True,1.0,3.0
ORD002969,DC007,MED007,SUP001,2026-02-26,2026-02-26,2026-02-26,86.0,86.0,True,1.0,2.0
ORD002970,DC008,MED007,SUP001,2026-02-26,2026-02-26,2026-02-26,94.0,94.0,True,1.0,4.0
ORD002971,DC003,MED008,SUP002,2026-02-26,2026-02-26,2026-02-26,207.0,79.84999999999985,False,0.386,1.0
ORD002972,DC004,MED008,SUP002,2026-02-26,2026-02-26,2026-02-26,167.0,167.0,True,1.0,1.0
ORD002973,DC006,MED008,SUP002,2026-02-26,2026-02-26,2026-02-26,151.0,151.0,True,1.0,1.0
ORD002974,DC007,MED008,SUP002,2026-02-26,2026-02-26,2026-02-26,151.0,151.0,True,1.0,1.0
ORD002975,DC008,MED008,SUP002,2026-02-26,2026-02-26,2026-02-26,175.0,175.0,True,1.0,1.0
ORD002976,DC001,MED009,SUP002,2026-02-26,2026-02-26,2026-02-26,168.0,168.0,True,1.0,1.0
ORD002977,DC002,MED009,SUP002,2026-02-26,2026-02-26,2026-02-26,221.0,221.0,True,1.0,3.0
ORD002978,DC003,MED009,SUP002,2026-02-26,2026-02-26,2026-02-26,285.0,208.90000000000015,False,0.733,1.0
ORD002979,DC004,MED009,SUP002,2026-02-26,2026-02-26,2026-02-26,225.0,225.0,True,1.0,1.0
ORD002980,DC005,MED009,SUP002,2026-02-26,2026-02-26,2026-02-26,222.0,222.0,True,1.0,1.0
ORD002981,DC007,MED009,SUP002,2026-02-26,2026-02-26,2026-02-26,147.0,147.0,True,1.0,2.0
ORD002982,DC008,MED009,SUP002,2026-02-26,2026-02-26,2026-02-26,237.0,237.0,True,1.0,1.0
ORD002983,DC002,MED010,SUP002,2026-02-26,2026-02-26,2026-02-26,149.0,149.0,True,1.0,3.0
ORD002984,DC003,MED010,SUP002,2026-02-26,2026-02-26,2026-02-26,44.0,44.0,True,1.0,1.0
ORD002985,DC004,MED010,SUP002,2026-02-26,2026-02-26,2026-02-26,65.0,65.0,True,1.0,1.0
ORD002986,DC005,MED010,SUP002,2026-02-26,2026-02-26,2026-02-26,211.0,0.0,False,0.0,4.0
ORD002987,DC006,MED010,SUP002,2026-02-26,2026-02-26,2026-02-26,114.0,114.0,True,1.0,1.0
ORD002988,DC007,MED010,SUP002,2026-02-26,2026-02-26,2026-02-26,150.0,150.0,True,1.0,2.0
ORD002989,DC001,MED011,SUP001,2026-02-26,2026-02-26,2026-02-26,39.0,39.0,True,1.0,1.0
ORD002990,DC002,MED011,SUP001,2026-02-26,2026-02-26,2026-02-26,63.0,63.0,True,1.0,1.0
ORD002991,DC003,MED011,SUP001,2026-02-26,2026-02-26,2026-02-26,64.0,64.0,True,1.0,1.0
ORD002992,DC004,MED011,SUP001,2026-02-26,2026-02-26,2026-02-26,81.0,81.0,True,1.0,1.0
ORD002993,DC005,MED011,SUP001,2026-02-26,2026-02-26,2026-02-26,58.0,58.0,True,1.0,1.0
ORD002994,DC007,MED011,SUP001,2026-02-26,2026-02-26,2026-02-26,70.0,70.0,True,1.0,1.0
ORD002995,DC001,MED012,SUP003,2026-02-26,2026-02-26,2026-02-26,223.0,223.0,True,1.0,1.0
ORD002996,DC002,MED012,SUP003,2026-02-26,2026-02-26,2026-02-26,205.0,45.92000000000036,False,0.224,1.0
ORD002997,DC003,MED012,SUP003,2026-02-26,2026-02-26,2026-02-26,264.0,264.0,True,1.0,1.0
ORD002998,DC004,MED012,SUP003,2026-02-26,2026-02-26,2026-02-26,203.0,203.0,True,1.0,3.0
ORD002999,DC006,MED012,SUP003,2026-02-26,2026-02-26,2026-02-26,130.0,130.0,True,1.0,1.0
ORD003000,DC008,MED012,SUP003,2026-02-26,2026-02-26,2026-02-26,244.0,244.0,True,1.0,3.0
ORD003001,DC001,MED013,SUP003,2026-02-26,2026-02-26,2026-02-26,44.0,44.0,True,1.0,3.0
ORD003002,DC002,MED013,SUP003,2026-02-26,2026-02-26,2026-02-26,70.0,70.0,True,1.0,1.0
ORD003003,DC004,MED013,SUP003,2026-02-26,2026-02-26,2026-02-26,49.0,49.0,True,1.0,1.0
ORD003004,DC005,MED013,SUP003,2026-02-26,2026-02-26,2026-02-26,65.0,65.0,True,1.0,1.0
ORD003005,DC006,MED013,SUP003,2026-02-26,2026-02-26,2026-02-26,57.0,57.0,True,1.0,1.0
ORD003006,DC007,MED013,SUP003,2026-02-26,2026-02-26,2026-02-26,61.0,61.0,True,1.0,1.0
ORD003007,DC001,MED014,SUP003,2026-02-26,2026-02-26,2026-02-26,53.0,53.0,True,1.0,1.0
ORD003008,DC003,MED014,SUP003,2026-02-26,2026-02-26,2026-02-26,65.0,65.0,True,1.0,1.0
ORD003009,DC004,MED014,SUP003,2026-02-26,2026-02-26,2026-02-26,25.0,25.0,True,1.0,1.0
ORD003010,DC006,MED014,SUP003,2026-02-26,2026-02-26,2026-02-26,80.0,80.0,True,1.0,2.0
ORD003011,DC007,MED014,SUP003,2026-02-26,2026-02-26,2026-02-26,74.0,74.0,True,1.0,1.0
ORD003012,DC003,MED015,SUP004,2026-02-26,2026-02-26,2026-02-26,170.0,170.0,True,1.0,4.0
ORD003013,DC004,MED015,SUP004,2026-02-26,2026-02-26,2026-02-26,145.0,145.0,True,1.0,7.0
ORD003014,DC006,MED015,SUP004,2026-02-26,2026-02-26,2026-02-26,136.0,136.0,True,1.0,1.0
ORD003015,DC007,MED015,SUP004,2026-02-26,2026-02-26,2026-02-26,152.0,152.0,True,1.0,4.0
